Company1,Company2,Weight
MAN_Co_12,MED_Co_11,0.0011
MAN_Co_12,MED_Co_14,0.0012
MAN_Co_12,MED_Co_19,0.0015
MAN_Co_12,MED_Co_20,0.0015
MAN_Co_12,MIN_Co_1,0.0011
MAN_Co_12,MIN_Co_3,0.0012
MAN_Co_12,MIN_Co_8,0.0014
MAN_Co_12,MIN_Co_11,0.0013
MAN_Co_12,MIN_Co_14,0.0014
MAN_Co_12,GOV_Co_1,0.0166
MAN_Co_12,GOV_Co_2,0.0112
MAN_Co_12,GOV_Co_3,0.0014
MAN_Co_12,GOV_Co_4,0.0033
MAN_Co_12,GOV_Co_5,0.0039
MAN_Co_12,GOV_Co_7,0.0059
MAN_Co_12,GOV_Co_8,0.001
MAN_Co_12,GOV_Co_9,0.0049
MAN_Co_12,GOV_Co_11,0.0042
MAN_Co_12,GOV_Co_13,0.0167
MAN_Co_12,GOV_Co_14,0.0014
MAN_Co_12,GOV_Co_17,0.02
MAN_Co_12,GOV_Co_19,0.0054
MAN_Co_12,GOV_Co_20,0.0189
MAN_Co_12,WAS_Co_8,0.0009
MAN_Co_12,WAS_Co_9,0.0013
MAN_Co_12,WAS_Co_13,0.0016
MAN_Co_13,MAN_Co_15,0.0034
MAN_Co_13,MAN_Co_16,0.0009
MAN_Co_13,MAN_Co_18,0.003
MAN_Co_13,MAN_Co_20,0.0181
MAN_Co_13,INF_Co_1,0.0041
MAN_Co_13,INF_Co_5,0.0013
MAN_Co_13,INF_Co_6,0.0097
MAN_Co_13,INF_Co_8,0.0097
MAN_Co_13,INF_Co_9,0.0086
MAN_Co_13,INF_Co_12,0.0021
MAN_Co_13,INF_Co_19,0.0023
MAN_Co_13,FIN_Co_1,0.0174
MAN_Co_13,FIN_Co_4,0.0023
MAN_Co_13,FIN_Co_5,0.0029
MAN_Co_13,FIN_Co_7,0.0261
MAN_Co_13,FIN_Co_9,0.0067
MAN_Co_13,FIN_Co_10,0.0009
MAN_Co_13,FIN_Co_11,0.0024
MAN_Co_13,FIN_Co_12,0.0044
MAN_Co_13,FIN_Co_14,0.0228
MAN_Co_13,FIN_Co_20,0.003
MAN_Co_13,HEA_Co_1,0.0016
MAN_Co_13,HEA_Co_2,0.0013
MAN_Co_13,HEA_Co_8,0.0007
MAN_Co_13,HEA_Co_9,0.0026
MAN_Co_13,HEA_Co_10,0.0029
MAN_Co_13,HEA_Co_15,0.0012
MAN_Co_13,HEA_Co_16,0.0008
MAN_Co_13,HEA_Co_19,0.0036
MAN_Co_13,CON_Co_1,0.0161
MAN_Co_13,CON_Co_3,0.0019
MAN_Co_13,CON_Co_6,0.0037
MAN_Co_13,CON_Co_8,0.0198
MAN_Co_13,CON_Co_9,0.0225
MAN_Co_13,CON_Co_10,0.0137
MAN_Co_13,CON_Co_13,0.0095
MAN_Co_13,CON_Co_15,0.001
MAN_Co_13,CON_Co_16,0.0058
MAN_Co_13,CON_Co_17,0.0019
MAN_Co_13,CON_Co_20,0.0112
MAN_Co_13,AGR_Co_2,0.0019
MAN_Co_13,AGR_Co_5,0.0008
MAN_Co_13,AGR_Co_11,0.0007
MAN_Co_13,AGR_Co_16,0.0014
MAN_Co_13,AGR_Co_19,0.0016
MAN_Co_13,TEL_Co_1,0.0013
MAN_Co_13,TEL_Co_7,0.0007
MAN_Co_13,TEL_Co_9,0.0018
MAN_Co_13,TEL_Co_10,0.0014
MAN_Co_13,TEL_Co_20,0.0009
MAN_Co_13,EDU_Co_2,0.0021
MAN_Co_13,EDU_Co_4,0.0033
MAN_Co_13,EDU_Co_5,0.0011
MAN_Co_13,EDU_Co_8,0.004
MAN_Co_13,EDU_Co_12,0.0061
MAN_Co_13,EDU_Co_14,0.008
MAN_Co_13,EDU_Co_16,0.0081
MAN_Co_13,EDU_Co_17,0.0015
MAN_Co_13,EDU_Co_18,0.0031
MAN_Co_13,EDU_Co_19,0.0063
MAN_Co_13,EDU_Co_20,0.0023
MAN_Co_13,MED_Co_4,0.0007
MAN_Co_13,MED_Co_6,0.0007
MAN_Co_13,MED_Co_8,0.0008
MAN_Co_13,MED_Co_14,0.0009
MAN_Co_13,MIN_Co_2,0.0013
MAN_Co_13,MIN_Co_10,0.0018
MAN_Co_13,MIN_Co_12,0.0013
MAN_Co_13,MIN_Co_13,0.0017
MAN_Co_13,GOV_Co_3,0.0045
MAN_Co_13,GOV_Co_4,0.009
MAN_Co_13,GOV_Co_5,0.0151
MAN_Co_13,GOV_Co_6,0.0023
MAN_Co_13,GOV_Co_8,0.0128
MAN_Co_13,GOV_Co_9,0.0178
MAN_Co_13,GOV_Co_10,0.0161
MAN_Co_13,GOV_Co_11,0.0021
MAN_Co_13,GOV_Co_12,0.0124
MAN_Co_13,GOV_Co_13,0.0192
MAN_Co_13,GOV_Co_14,0.0124
MAN_Co_13,GOV_Co_20,0.0195
MAN_Co_13,WAS_Co_3,0.0011
MAN_Co_13,WAS_Co_6,0.001
MAN_Co_13,WAS_Co_11,0.0008
MAN_Co_13,WAS_Co_14,0.0007
MAN_Co_13,WAS_Co_18,0.0009
MAN_Co_13,WAS_Co_20,0.0008
MAN_Co_14,MAN_Co_18,0.0016
MAN_Co_14,MAN_Co_19,0.0014
MAN_Co_14,INF_Co_1,0.0064
MAN_Co_14,INF_Co_2,0.0067
MAN_Co_14,INF_Co_5,0.0019
MAN_Co_14,INF_Co_7,0.0186
MAN_Co_14,INF_Co_8,0.0031
MAN_Co_14,INF_Co_9,0.0059
MAN_Co_14,INF_Co_12,0.0136
MAN_Co_14,INF_Co_15,0.0042
MAN_Co_14,INF_Co_16,0.0048
MAN_Co_14,INF_Co_18,0.0085
MAN_Co_14,INF_Co_19,0.0108
MAN_Co_14,INF_Co_20,0.0077
MAN_Co_14,FIN_Co_1,0.0014
MAN_Co_14,FIN_Co_3,0.0405
MAN_Co_14,FIN_Co_4,0.0137
MAN_Co_14,FIN_Co_5,0.0048
MAN_Co_14,FIN_Co_6,0.0029
MAN_Co_14,FIN_Co_8,0.0357
MAN_Co_14,FIN_Co_9,0.0366
MAN_Co_14,FIN_Co_11,0.0102
MAN_Co_14,FIN_Co_13,0.0034
MAN_Co_14,FIN_Co_15,0.0221
MAN_Co_14,FIN_Co_16,0.0217
MAN_Co_14,HEA_Co_1,0.0027
MAN_Co_14,HEA_Co_2,0.0024
MAN_Co_14,HEA_Co_3,0.0035
MAN_Co_14,HEA_Co_6,0.0027
MAN_Co_14,HEA_Co_7,0.0036
MAN_Co_14,HEA_Co_11,0.0037
MAN_Co_14,HEA_Co_13,0.0037
MAN_Co_14,HEA_Co_14,0.0025
MAN_Co_14,HEA_Co_17,0.0016
MAN_Co_14,HEA_Co_19,0.002
MAN_Co_14,CON_Co_2,0.0316
MAN_Co_14,CON_Co_4,0.0151
MAN_Co_14,CON_Co_9,0.003
MAN_Co_14,CON_Co_10,0.0019
MAN_Co_14,CON_Co_12,0.0367
MAN_Co_14,CON_Co_13,0.0051
MAN_Co_14,CON_Co_16,0.008
MAN_Co_14,CON_Co_17,0.0216
MAN_Co_14,AGR_Co_5,0.0039
MAN_Co_14,AGR_Co_11,0.0042
MAN_Co_14,AGR_Co_19,0.0019
MAN_Co_14,AGR_Co_20,0.0013
MAN_Co_14,TEL_Co_2,0.0012
MAN_Co_14,TEL_Co_3,0.0057
MAN_Co_14,TEL_Co_5,0.002
MAN_Co_14,TEL_Co_9,0.0018
MAN_Co_14,TEL_Co_11,0.0029
MAN_Co_14,TEL_Co_13,0.0021
MAN_Co_14,TEL_Co_14,0.0017
MAN_Co_14,TEL_Co_16,0.0019
MAN_Co_14,TEL_Co_19,0.0045
MAN_Co_14,EDU_Co_1,0.004
MAN_Co_14,EDU_Co_2,0.0039
MAN_Co_14,EDU_Co_5,0.0091
MAN_Co_14,EDU_Co_7,0.0056
MAN_Co_14,EDU_Co_9,0.0012
MAN_Co_14,EDU_Co_10,0.0062
MAN_Co_14,EDU_Co_12,0.0181
MAN_Co_14,EDU_Co_14,0.0021
MAN_Co_14,EDU_Co_19,0.0133
MAN_Co_14,EDU_Co_20,0.0093
MAN_Co_14,MED_Co_1,0.0019
MAN_Co_14,MED_Co_3,0.0014
MAN_Co_14,MED_Co_11,0.002
MAN_Co_14,MIN_Co_7,0.0027
MAN_Co_14,MIN_Co_13,0.0026
MAN_Co_14,MIN_Co_15,0.0028
MAN_Co_14,MIN_Co_17,0.0028
MAN_Co_14,GOV_Co_3,0.0271
MAN_Co_14,GOV_Co_4,0.0142
MAN_Co_14,GOV_Co_9,0.0055
MAN_Co_14,GOV_Co_10,0.0075
MAN_Co_14,GOV_Co_11,0.0012
MAN_Co_14,GOV_Co_15,0.0094
MAN_Co_14,GOV_Co_16,0.0145
MAN_Co_14,GOV_Co_17,0.019
MAN_Co_14,GOV_Co_19,0.0304
MAN_Co_14,WAS_Co_6,0.0013
MAN_Co_14,WAS_Co_8,0.0015
MAN_Co_14,WAS_Co_9,0.0019
MAN_Co_14,WAS_Co_18,0.0019
MAN_Co_15,MAN_Co_17,0.0188
MAN_Co_15,MAN_Co_18,0.0024
MAN_Co_15,MAN_Co_19,0.0021
MAN_Co_15,INF_Co_1,0.0014
MAN_Co_15,INF_Co_3,0.0065
MAN_Co_15,INF_Co_4,0.0032
MAN_Co_15,INF_Co_6,0.0012
MAN_Co_15,INF_Co_7,0.0027
MAN_Co_15,INF_Co_8,0.0131
MAN_Co_15,INF_Co_9,0.0174
MAN_Co_15,INF_Co_12,0.0075
MAN_Co_15,INF_Co_13,0.0081
MAN_Co_15,INF_Co_16,0.0107
MAN_Co_15,INF_Co_19,0.0034
MAN_Co_15,FIN_Co_1,0.0242
MAN_Co_15,FIN_Co_2,0.0028
MAN_Co_15,FIN_Co_6,0.0493
MAN_Co_15,FIN_Co_7,0.007
MAN_Co_15,FIN_Co_8,0.0044
MAN_Co_15,FIN_Co_9,0.0241
MAN_Co_15,FIN_Co_10,0.0092
MAN_Co_15,FIN_Co_11,0.0441
MAN_Co_15,FIN_Co_12,0.0067
MAN_Co_15,FIN_Co_14,0.0152
MAN_Co_15,FIN_Co_15,0.0153
MAN_Co_15,FIN_Co_17,0.0213
MAN_Co_15,FIN_Co_19,0.0205
MAN_Co_15,FIN_Co_20,0.0016
MAN_Co_15,HEA_Co_1,0.0029
MAN_Co_15,HEA_Co_6,0.0012
MAN_Co_15,HEA_Co_7,0.0022
MAN_Co_15,HEA_Co_10,0.0045
MAN_Co_15,HEA_Co_15,0.0022
MAN_Co_15,HEA_Co_19,0.0016
MAN_Co_15,CON_Co_3,0.0328
MAN_Co_15,CON_Co_5,0.0222
MAN_Co_15,CON_Co_6,0.0037
MAN_Co_15,CON_Co_9,0.0106
MAN_Co_15,CON_Co_10,0.0036
MAN_Co_15,CON_Co_11,0.0061
MAN_Co_15,CON_Co_12,0.0069
MAN_Co_15,CON_Co_15,0.0192
MAN_Co_15,CON_Co_18,0.004
MAN_Co_15,CON_Co_19,0.0041
MAN_Co_15,CON_Co_20,0.0239
MAN_Co_15,AGR_Co_2,0.0012
MAN_Co_15,AGR_Co_8,0.0034
MAN_Co_15,AGR_Co_10,0.0014
MAN_Co_15,AGR_Co_11,0.0039
MAN_Co_15,AGR_Co_14,0.0014
MAN_Co_15,TEL_Co_1,0.0031
MAN_Co_15,TEL_Co_2,0.0028
MAN_Co_15,TEL_Co_5,0.0045
MAN_Co_15,TEL_Co_11,0.0033
MAN_Co_15,TEL_Co_17,0.0037
MAN_Co_15,TEL_Co_20,0.0022
MAN_Co_15,EDU_Co_1,0.0037
MAN_Co_15,EDU_Co_3,0.0063
MAN_Co_15,EDU_Co_5,0.0037
MAN_Co_15,EDU_Co_6,0.0044
MAN_Co_15,EDU_Co_7,0.0017
MAN_Co_15,EDU_Co_9,0.0023
MAN_Co_15,EDU_Co_11,0.0022
MAN_Co_15,EDU_Co_13,0.0045
MAN_Co_15,EDU_Co_14,0.0021
MAN_Co_15,EDU_Co_16,0.0121
MAN_Co_15,EDU_Co_19,0.0015
MAN_Co_15,EDU_Co_20,0.013
MAN_Co_15,MIN_Co_2,0.002
MAN_Co_15,MIN_Co_6,0.0015
MAN_Co_15,MIN_Co_8,0.0021
MAN_Co_15,MIN_Co_9,0.0014
MAN_Co_15,MIN_Co_14,0.002
MAN_Co_15,GOV_Co_1,0.0022
MAN_Co_15,GOV_Co_2,0.0094
MAN_Co_15,GOV_Co_3,0.0094
MAN_Co_15,GOV_Co_4,0.0015
MAN_Co_15,GOV_Co_6,0.0112
MAN_Co_15,GOV_Co_7,0.0251
MAN_Co_15,GOV_Co_8,0.0019
MAN_Co_15,GOV_Co_9,0.0045
MAN_Co_15,GOV_Co_10,0.014
MAN_Co_15,GOV_Co_11,0.0069
MAN_Co_15,GOV_Co_12,0.027
MAN_Co_15,WAS_Co_3,0.0019
MAN_Co_15,WAS_Co_7,0.002
MAN_Co_15,WAS_Co_17,0.0016
MAN_Co_15,WAS_Co_18,0.0021
MAN_Co_15,WAS_Co_19,0.0015
MAN_Co_16,MAN_Co_17,0.0038
MAN_Co_16,MAN_Co_18,0.019
MAN_Co_16,MAN_Co_19,0.0091
MAN_Co_16,MAN_Co_20,0.0139
MAN_Co_16,INF_Co_1,0.0087
MAN_Co_16,INF_Co_4,0.0032
MAN_Co_16,INF_Co_6,0.0071
MAN_Co_16,INF_Co_7,0.0027
MAN_Co_16,INF_Co_10,0.0012
MAN_Co_16,INF_Co_12,0.0027
MAN_Co_16,FIN_Co_1,0.0189
MAN_Co_16,FIN_Co_2,0.0054
MAN_Co_16,FIN_Co_3,0.0247
MAN_Co_16,FIN_Co_4,0.0172
MAN_Co_16,FIN_Co_5,0.0074
MAN_Co_16,FIN_Co_6,0.0078
MAN_Co_16,FIN_Co_9,0.0059
MAN_Co_16,FIN_Co_10,0.0251
MAN_Co_16,FIN_Co_12,0.0066
MAN_Co_16,FIN_Co_13,0.0126
MAN_Co_16,FIN_Co_14,0.0287
MAN_Co_16,FIN_Co_16,0.0029
MAN_Co_16,FIN_Co_17,0.0157
MAN_Co_16,FIN_Co_18,0.0029
MAN_Co_16,FIN_Co_19,0.0071
MAN_Co_16,FIN_Co_20,0.0115
MAN_Co_16,HEA_Co_1,0.001
MAN_Co_16,HEA_Co_2,0.0011
MAN_Co_16,HEA_Co_6,0.0016
MAN_Co_16,HEA_Co_9,0.0024
MAN_Co_16,HEA_Co_10,0.001
MAN_Co_16,HEA_Co_17,0.0034
MAN_Co_16,HEA_Co_18,0.0013
MAN_Co_16,HEA_Co_20,0.0007
MAN_Co_16,CON_Co_1,0.0137
MAN_Co_16,CON_Co_2,0.0046
MAN_Co_16,CON_Co_4,0.0187
MAN_Co_16,CON_Co_8,0.016
MAN_Co_16,CON_Co_9,0.0038
MAN_Co_16,CON_Co_10,0.0009
MAN_Co_16,CON_Co_11,0.0018
MAN_Co_16,CON_Co_12,0.0047
MAN_Co_16,CON_Co_13,0.0137
MAN_Co_16,CON_Co_15,0.0156
MAN_Co_16,CON_Co_16,0.0204
MAN_Co_16,CON_Co_19,0.0035
MAN_Co_16,CON_Co_20,0.0067
MAN_Co_16,AGR_Co_1,0.0013
MAN_Co_16,AGR_Co_3,0.0022
MAN_Co_16,AGR_Co_4,0.001
MAN_Co_16,AGR_Co_5,0.0012
MAN_Co_16,AGR_Co_7,0.0011
MAN_Co_16,AGR_Co_8,0.0015
MAN_Co_16,AGR_Co_9,0.0024
MAN_Co_16,AGR_Co_15,0.0019
MAN_Co_16,AGR_Co_16,0.0007
MAN_Co_16,AGR_Co_18,0.0009
MAN_Co_16,TEL_Co_1,0.0018
MAN_Co_16,TEL_Co_3,0.0028
MAN_Co_16,TEL_Co_5,0.0016
MAN_Co_16,TEL_Co_9,0.0012
MAN_Co_16,TEL_Co_13,0.0018
MAN_Co_16,TEL_Co_14,0.0024
MAN_Co_16,TEL_Co_17,0.0015
MAN_Co_16,EDU_Co_2,0.0085
MAN_Co_16,EDU_Co_5,0.0048
MAN_Co_16,EDU_Co_6,0.0009
MAN_Co_16,EDU_Co_8,0.0046
MAN_Co_16,EDU_Co_13,0.0038
MAN_Co_16,EDU_Co_16,0.0085
MAN_Co_16,EDU_Co_20,0.0024
MAN_Co_16,MED_Co_14,0.0007
MAN_Co_16,MIN_Co_1,0.0016
MAN_Co_16,MIN_Co_6,0.0012
MAN_Co_16,MIN_Co_12,0.0013
MAN_Co_16,MIN_Co_16,0.0017
MAN_Co_16,MIN_Co_19,0.0007
MAN_Co_16,MIN_Co_20,0.001
MAN_Co_16,GOV_Co_5,0.0108
MAN_Co_16,GOV_Co_6,0.0072
MAN_Co_16,GOV_Co_7,0.0149
MAN_Co_16,GOV_Co_8,0.0007
MAN_Co_16,GOV_Co_9,0.0012
MAN_Co_16,GOV_Co_10,0.0009
MAN_Co_16,GOV_Co_11,0.0046
MAN_Co_16,GOV_Co_13,0.0142
MAN_Co_16,GOV_Co_14,0.0035
MAN_Co_16,GOV_Co_16,0.0023
MAN_Co_16,GOV_Co_17,0.0046
MAN_Co_16,GOV_Co_18,0.0012
MAN_Co_16,GOV_Co_19,0.0129
MAN_Co_16,WAS_Co_12,0.0008
MAN_Co_17,MAN_Co_18,0.0096
MAN_Co_17,MAN_Co_19,0.0275
MAN_Co_17,INF_Co_2,0.006
MAN_Co_17,INF_Co_3,0.016
MAN_Co_17,INF_Co_4,0.002
MAN_Co_17,INF_Co_7,0.0047
MAN_Co_17,INF_Co_9,0.0015
MAN_Co_17,INF_Co_10,0.0046
MAN_Co_17,INF_Co_11,0.0033
MAN_Co_17,INF_Co_15,0.0019
MAN_Co_17,INF_Co_19,0.0162
MAN_Co_17,FIN_Co_1,0.0013
MAN_Co_17,FIN_Co_2,0.036
MAN_Co_17,FIN_Co_3,0.034
MAN_Co_17,FIN_Co_4,0.0296
MAN_Co_17,FIN_Co_7,0.0053
MAN_Co_17,FIN_Co_8,0.0099
MAN_Co_17,FIN_Co_9,0.002
MAN_Co_17,FIN_Co_10,0.0496
MAN_Co_17,FIN_Co_14,0.0196
MAN_Co_17,FIN_Co_16,0.0015
MAN_Co_17,FIN_Co_17,0.0049
MAN_Co_17,HEA_Co_1,0.0016
MAN_Co_17,HEA_Co_4,0.0024
MAN_Co_17,HEA_Co_6,0.0013
MAN_Co_17,HEA_Co_9,0.0038
MAN_Co_17,HEA_Co_11,0.0045
MAN_Co_17,HEA_Co_12,0.0035
MAN_Co_17,HEA_Co_13,0.0026
MAN_Co_17,CON_Co_1,0.0157
MAN_Co_17,CON_Co_4,0.0025
MAN_Co_17,CON_Co_5,0.0208
MAN_Co_17,CON_Co_7,0.0026
MAN_Co_17,CON_Co_8,0.0359
MAN_Co_17,CON_Co_9,0.0039
MAN_Co_17,CON_Co_11,0.0122
MAN_Co_17,CON_Co_12,0.0188
MAN_Co_17,CON_Co_17,0.0014
MAN_Co_17,CON_Co_18,0.0217
MAN_Co_17,CON_Co_19,0.0141
MAN_Co_17,AGR_Co_2,0.0031
MAN_Co_17,AGR_Co_5,0.0024
MAN_Co_17,AGR_Co_6,0.0014
MAN_Co_17,AGR_Co_9,0.0017
MAN_Co_17,AGR_Co_10,0.0026
MAN_Co_17,AGR_Co_12,0.0014
MAN_Co_17,AGR_Co_16,0.0015
MAN_Co_17,TEL_Co_1,0.004
MAN_Co_17,TEL_Co_7,0.0026
MAN_Co_17,TEL_Co_8,0.0044
MAN_Co_17,TEL_Co_13,0.0051
MAN_Co_17,TEL_Co_16,0.0037
MAN_Co_17,TEL_Co_17,0.0014
MAN_Co_17,TEL_Co_18,0.0015
MAN_Co_17,TEL_Co_19,0.0046
MAN_Co_17,EDU_Co_1,0.0034
MAN_Co_17,EDU_Co_2,0.0019
MAN_Co_17,EDU_Co_7,0.0013
MAN_Co_17,EDU_Co_8,0.0028
MAN_Co_17,EDU_Co_13,0.0013
MAN_Co_17,EDU_Co_15,0.012
MAN_Co_17,EDU_Co_16,0.0121
MAN_Co_17,EDU_Co_17,0.0018
MAN_Co_17,EDU_Co_20,0.0083
MAN_Co_17,MED_Co_7,0.0014
MAN_Co_17,MED_Co_19,0.0013
MAN_Co_17,MIN_Co_2,0.0013
MAN_Co_17,MIN_Co_3,0.0015
MAN_Co_17,MIN_Co_15,0.0027
MAN_Co_17,MIN_Co_16,0.0014
MAN_Co_17,MIN_Co_17,0.0029
MAN_Co_17,MIN_Co_20,0.0024
MAN_Co_17,GOV_Co_1,0.0249
MAN_Co_17,GOV_Co_2,0.0015
MAN_Co_17,GOV_Co_3,0.0323
MAN_Co_17,GOV_Co_4,0.0039
MAN_Co_17,GOV_Co_6,0.0035
MAN_Co_17,GOV_Co_9,0.0012
MAN_Co_17,GOV_Co_10,0.0312
MAN_Co_17,GOV_Co_11,0.0042
MAN_Co_17,GOV_Co_12,0.0017
MAN_Co_17,GOV_Co_17,0.0138
MAN_Co_17,GOV_Co_19,0.0173
MAN_Co_17,WAS_Co_4,0.0016
MAN_Co_17,WAS_Co_7,0.0014
MAN_Co_18,MAN_Co_19,0.0044
MAN_Co_18,INF_Co_2,0.0098
MAN_Co_18,INF_Co_3,0.0108
MAN_Co_18,INF_Co_5,0.0033
MAN_Co_18,INF_Co_6,0.0194
MAN_Co_18,INF_Co_8,0.007
MAN_Co_18,INF_Co_9,0.0214
MAN_Co_18,INF_Co_11,0.0014
MAN_Co_18,INF_Co_13,0.0119
MAN_Co_18,FIN_Co_2,0.0066
MAN_Co_18,FIN_Co_3,0.0076
MAN_Co_18,FIN_Co_4,0.0014
MAN_Co_18,FIN_Co_8,0.0153
MAN_Co_18,FIN_Co_9,0.0022
MAN_Co_18,FIN_Co_10,0.0176
MAN_Co_18,FIN_Co_12,0.0085
MAN_Co_18,FIN_Co_14,0.005
MAN_Co_18,FIN_Co_16,0.0357
MAN_Co_18,FIN_Co_17,0.0034
MAN_Co_18,FIN_Co_18,0.023
MAN_Co_18,FIN_Co_19,0.0044
MAN_Co_18,HEA_Co_3,0.0037
MAN_Co_18,HEA_Co_6,0.0018
MAN_Co_18,HEA_Co_8,0.0017
MAN_Co_18,HEA_Co_10,0.0028
MAN_Co_18,HEA_Co_20,0.0057
MAN_Co_18,CON_Co_2,0.0105
MAN_Co_18,CON_Co_3,0.0018
MAN_Co_18,CON_Co_4,0.0182
MAN_Co_18,CON_Co_8,0.0026
MAN_Co_18,CON_Co_9,0.0122
MAN_Co_18,CON_Co_10,0.0303
MAN_Co_18,CON_Co_15,0.0438
MAN_Co_18,CON_Co_16,0.0023
MAN_Co_18,CON_Co_18,0.0235
MAN_Co_18,CON_Co_19,0.0076
MAN_Co_18,CON_Co_20,0.0057
MAN_Co_18,AGR_Co_1,0.0021
MAN_Co_18,AGR_Co_2,0.0025
MAN_Co_18,AGR_Co_3,0.0046
MAN_Co_18,AGR_Co_5,0.0016
MAN_Co_18,AGR_Co_7,0.0034
MAN_Co_18,AGR_Co_12,0.0037
MAN_Co_18,AGR_Co_15,0.0027
MAN_Co_18,AGR_Co_17,0.0034
MAN_Co_18,TEL_Co_4,0.0014
MAN_Co_18,TEL_Co_5,0.0028
MAN_Co_18,TEL_Co_6,0.0062
MAN_Co_18,TEL_Co_7,0.0058
MAN_Co_18,TEL_Co_10,0.0058
MAN_Co_18,TEL_Co_11,0.0047
MAN_Co_18,TEL_Co_13,0.0032
MAN_Co_18,TEL_Co_15,0.0018
MAN_Co_18,TEL_Co_18,0.0033
MAN_Co_18,EDU_Co_2,0.007
MAN_Co_18,EDU_Co_3,0.0058
MAN_Co_18,EDU_Co_5,0.0157
MAN_Co_18,EDU_Co_8,0.0112
MAN_Co_18,EDU_Co_9,0.0073
MAN_Co_18,EDU_Co_10,0.0015
MAN_Co_18,EDU_Co_12,0.0014
MAN_Co_18,EDU_Co_18,0.0116
MAN_Co_18,EDU_Co_19,0.0101
MAN_Co_18,EDU_Co_20,0.0022
MAN_Co_18,MED_Co_18,0.0021
MAN_Co_18,MED_Co_19,0.002
MAN_Co_18,MIN_Co_9,0.0016
MAN_Co_18,GOV_Co_1,0.0015
MAN_Co_18,GOV_Co_2,0.0065
MAN_Co_18,GOV_Co_4,0.022
MAN_Co_18,GOV_Co_5,0.0154
MAN_Co_18,GOV_Co_6,0.0124
MAN_Co_18,GOV_Co_7,0.007
MAN_Co_18,GOV_Co_12,0.0015
MAN_Co_18,GOV_Co_13,0.0022
MAN_Co_18,GOV_Co_14,0.0018
MAN_Co_18,GOV_Co_15,0.0018
MAN_Co_18,GOV_Co_16,0.0239
MAN_Co_18,GOV_Co_17,0.0018
MAN_Co_18,GOV_Co_20,0.0317
MAN_Co_18,WAS_Co_1,0.0016
MAN_Co_18,WAS_Co_2,0.0017
MAN_Co_18,WAS_Co_13,0.0018
MAN_Co_18,WAS_Co_14,0.0014
MAN_Co_18,WAS_Co_18,0.0017
MAN_Co_18,WAS_Co_20,0.0023
MAN_Co_19,INF_Co_1,0.0039
MAN_Co_19,INF_Co_5,0.0011
MAN_Co_19,INF_Co_8,0.0061
MAN_Co_19,INF_Co_10,0.0022
MAN_Co_19,INF_Co_13,0.0011
MAN_Co_19,INF_Co_16,0.0009
MAN_Co_19,INF_Co_17,0.0052
MAN_Co_19,INF_Co_19,0.0056
MAN_Co_19,INF_Co_20,0.0043
MAN_Co_19,FIN_Co_1,0.0039
MAN_Co_19,FIN_Co_3,0.0335
MAN_Co_19,FIN_Co_4,0.0289
MAN_Co_19,FIN_Co_6,0.0072
MAN_Co_19,FIN_Co_7,0.0014
MAN_Co_19,FIN_Co_8,0.0104
MAN_Co_19,FIN_Co_11,0.0267
MAN_Co_19,FIN_Co_14,0.001
MAN_Co_19,FIN_Co_17,0.0315
MAN_Co_19,FIN_Co_19,0.004
MAN_Co_19,FIN_Co_20,0.0012
MAN_Co_19,HEA_Co_1,0.0022
MAN_Co_19,HEA_Co_5,0.0033
MAN_Co_19,HEA_Co_8,0.0026
MAN_Co_19,HEA_Co_13,0.0044
MAN_Co_19,HEA_Co_14,0.0035
MAN_Co_19,HEA_Co_18,0.0031
MAN_Co_19,HEA_Co_20,0.0044
MAN_Co_19,CON_Co_1,0.0149
MAN_Co_19,CON_Co_2,0.0238
MAN_Co_19,CON_Co_4,0.0028
MAN_Co_19,CON_Co_5,0.0179
MAN_Co_19,CON_Co_6,0.0125
MAN_Co_19,CON_Co_8,0.0056
MAN_Co_19,CON_Co_9,0.0022
MAN_Co_19,CON_Co_10,0.0057
MAN_Co_19,CON_Co_11,0.0139
MAN_Co_19,CON_Co_12,0.0035
MAN_Co_19,CON_Co_13,0.0062
MAN_Co_19,CON_Co_14,0.0121
MAN_Co_19,CON_Co_15,0.0105
MAN_Co_19,CON_Co_17,0.0126
MAN_Co_19,CON_Co_18,0.001
MAN_Co_19,CON_Co_20,0.0223
MAN_Co_19,AGR_Co_2,0.0029
MAN_Co_19,AGR_Co_3,0.0031
MAN_Co_19,AGR_Co_6,0.0014
MAN_Co_19,AGR_Co_8,0.0014
MAN_Co_19,AGR_Co_10,0.0016
MAN_Co_19,AGR_Co_12,0.0026
MAN_Co_19,AGR_Co_18,0.001
MAN_Co_19,TEL_Co_4,0.0036
MAN_Co_19,TEL_Co_7,0.003
MAN_Co_19,TEL_Co_9,0.0021
MAN_Co_19,TEL_Co_13,0.0037
MAN_Co_19,TEL_Co_16,0.0029
MAN_Co_19,TEL_Co_18,0.0041
MAN_Co_19,EDU_Co_1,0.0071
MAN_Co_19,EDU_Co_3,0.0019
MAN_Co_19,EDU_Co_10,0.0054
MAN_Co_19,EDU_Co_12,0.0011
MAN_Co_19,EDU_Co_15,0.012
MAN_Co_19,EDU_Co_16,0.0057
MAN_Co_19,EDU_Co_17,0.0024
MAN_Co_19,EDU_Co_18,0.0131
MAN_Co_19,MED_Co_2,0.0015
MAN_Co_19,MED_Co_9,0.001
